Data_Point,GPS_Point,Tim,Dat,Chan_width,Chan_depth,Hydo_area,Humidity,Air_T_2m,Water_Temp,Avg_Veloc,Discharge,D_50,D_50_Mobil,d18O,dD,Slope,Aspect_D_1,Elevation,Watershed,Typ,DP_Match,Observed,Round,R2_Retract,WhyNoDPR2,FieldNotes,AirTDevice,WatTDevice,Spring,Connected,Fssubsurf,Hollow_Fra,elderfox_f,Latitude,Longitude,x_utm,y_utm,RivL2_AirT,RivL2_Hum,MeasORivAT,MeasORivHu,FSClass_si,NewFlowAcc,Slope_1m,flowacc_co,slp_deg_co
218,834,18:47,6/4/2014 0:00,40,1.8,0.0072,36.7,21.5,9.5,0,0,115, ,0,0,15.0473022,276.6817017,1100.04,Elder,Flow source,1061,yes,1,yes, ,stagnant-ish pool,Amprobe #2,CaterTemp Plus 221-055, ,0,0,6,392912,39.700144,-123.5778826,450456.8696,4394636.595,25.19,29.37,0.853513299,1.249574396,6,0,0,393134,24.795763
219,835,19:10,6/4/2014 0:00,40,0.3,0.0012,32,22.2,8.6,0,0,65, ,0,0,28.5621109,284.977417,1059.66,Elder,Flow source,1060,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,55214,39.69844559,-123.5803589,450243.3506,4394449.467,23.1,37.52,0.961038961,0.852878465,0,0,0,54850,17.7470512
220,836,19:17,6/4/2014 0:00,150,7,0.105,35.2,22.1,9.7,0,0,95, ,0,0,11.7011776,281.9679565,999.5805664,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,566172,39.69956115,-123.5812258,450169.8345,4394573.759,23,36.3,0.960869565,0.96969697,11,0,0,566219,13.2510357
221,837,19:26,6/4/2014 0:00,27,1.9,0.00513,38,21.7,9.8,0,0,13, ,0,0,14.8701258,250.776825,982.2249146,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,9,4325,39.69962902,-123.5819696,450106.1105,4394581.705,22.29,39.07,0.973530731,0.972613258,7,0,0,4251,16.8060627
222,838,19:38,6/4/2014 0:00,67,11.3,0.07571,38.4,22,11.4,0,0,65, ,0,0,10.1989079,334.8722229,950.190979,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,655227,39.69974346,-123.5835586,449969.9682,4394595.292,21.52,42.52,1.022304833,0.903104421,11,0,0,655871,3.5462747
223,839,19:55,6/4/2014 0:00,58,1.7,0.00986,38.3,21.7,9.7,0,0,90, ,0,0,32.904541,260.1887207,927.9806519,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,5786,39.69760482,-123.5870109,449672.438,4394359.864,20.88,45.26,1.039272031,0.846221829,7,0,0,6129,32.3872795
224,840,20:08,6/4/2014 0:00,200,7.5,0.15,40,20.9,12.3,11.36,0.01704,75, ,0,0,8.8230066,285.9928284,874.0929565,Elder,In channel,1058,yes,1, ,not in exact same spot (though water there), ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,1148490,39.69985575,-123.5883685,449557.6806,4394610.448,20.54,47.9,1.017526777,0.835073069,11,0,0,1152472,1.7998518
225,841,12:41,6/5/2014 0:00,30,6.5,0.0195,36.3,27.5,12.7,7.84,0.0015288,45, ,0,0,17.5205574,208.9509277,534.755249,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,909421,39.71964319,-123.606257,448038.8893,4396816.786,31,20.51,0.887096774,1.769868357,11,0,0,901050,14.6608829
226,842,12:55,6/5/2014 0:00,81,2.2,0.01782,30.2,28.1,11.5,0,0,9, ,0,0,9.6592932,166.9900818,547.8247681,Elder,Flow source,1097,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,1,3,765,39.71983833,-123.6055044,448103.5382,4396838.008,30.9,21.22,0.909385113,1.423185674,2,0,0,9151,15.6288319
227,843,13:07,6/5/2014 0:00,13,3,0.0039,18.2,36.4,11.7,0,0,85, ,0,0,19.8879642,156.122879,571.9105835,Elder,Flow source,1098,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,4399,39.7209602,-123.6053397,448118.4962,4396962.425,30.97,19.6,1.175330965,0.928571429,2,0,0,444,18.7434826
228,844,13:24,6/5/2014 0:00,50,0.6,0.003,21.5,30.7,11.9,0,0,20, ,0,0,19.6581745,180.5920105,605.9047241,Elder,Flow source,1099,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,10271,39.72201152,-123.6050335,448145.5283,4397078.929,31.14,21.93,0.985870263,0.980392157,0,0,0,9979,13.4966927
229,845,13:39,6/5/2014 0:00,92,1.7,0.01564,19.5,30.7,11,0,0,35, ,0,0,24.6065044,271.4566345,607.9195557,Elder,Flow source,1100,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,433,39.72186306,-123.6040003,448233.9685,4397061.855,30.94,18.45,0.992243051,1.056910569,2,0,0,196,19.2966156
230,846,14:20,6/5/2014 0:00,54,3.6,0.01944,20.5,29.9,11.4,7.12,0.001384128,50, ,0,0,18.5870686,207.4710846,697.1174316,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,564771,39.72426681,-123.6024821,448365.8823,4397327.763,30.77,17.37,0.971725707,1.18019574,11,0,0,564165,23.5170918
231,847,14:24,6/5/2014 0:00,67,1.4,0.00938,22,29.6,11.2,0,0,35, ,0,0,25.0272179,164.2488556,701.4771118,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,9,24974,39.72435121,-123.6024482,448368.8481,4397337.11,30.94,19.13,0.956690368,1.150026137,7,0,0,35276,27.9704151
232,848,14:28,6/5/2014 0:00,73,2.9,0.02117,23.1,28.9,11,0,0,40, ,0,0,27.5966034,269.9355164,700.7947998,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,7,288,39.72427134,-123.6023742,448375.1245,4397328.202,30.77,20.01,0.939226519,1.154422789,7,0,0,542,17.6831303
233,849,15:13,6/5/2014 0:00,16,0.8,0.00128,17.3,30.2,11.8,0,0,35, ,-8.42,-52.1,27.2541885,158.6413269,808.2549438,Elder,Flow source,1101,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,12689,39.72646842,-123.6016133,448441.9789,4397571.61,29.72,24.03,1.01615074,0.719933417,0,0,0,5482,26.7268562
234,850,15:43,6/5/2014 0:00,44,2.5,0.011,15.3,29.4,10.8,0,0,45, ,0,0,18.0582886,262.8168335,797.6090698,Elder,Flow source,0,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,4,159088,39.72669487,-123.5998366,448594.4118,4397595.722,29.11,21.6,1.009962212,0.708333333,4,0,0,159313,23.6228447
235,851,15:46,6/5/2014 0:00,155,1.1,0.01705,16.7,29.4,10.6,0,0,55, ,0,0,22.0055981,273.6833496,800.03302,Elder,Flow source,1102,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,123,39.72664901,-123.5997543,448601.4293,4397590.585,29.11,21.6,1.009962212,0.773148148,2,0,0,821,27.0232677
236,852,16:04,6/5/2014 0:00,76,1.4,0.01064,20.8,28.8,11.1,0,0,85, ,0,0,25.0059776,161.3241577,772.9351807,Elder,Flow source,1103,yes,1, , ,three consecutive springs,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,1055,39.72612134,-123.6003617,448548.9841,4397532.37,28.81,22.68,0.999652898,0.917107584,2,0,0,294,33.7473907
237,853,16:23,6/5/2014 0:00,35,1.2,0.0042,18.7,29.1,13.1,0,0,65, ,0,0,17.2101822,330.2235718,771.6697998,Elder,Flow source,1104,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,1448,39.72479238,-123.5998186,448594.5417,4397384.562,28.84,22.03,1.009015257,0.848842488,2,0,0,448,27.2142658
238,854,16:34,6/5/2014 0:00,43,2.7,0.01161,17.3,31.4,11.3,0,0,105, ,0,0,25.9365139,264.3457947,790.2695313,Elder,Flow source,0,yes,1, ,dry,"water coming from both sides of channel, W/D taken from junction",Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,93560,39.7248972,-123.5991463,448652.2363,4397395.811,29.08,21.87,1.079779917,0.791037952,0,0,0,94277,26.7731075
239,855,17:03,6/5/2014 0:00,27,1.9,0.00513,26.6,28.1,11.5,0,0,40, ,0,0,22.7164135,245.4563293,757.9089355,Elder,Flow source,1106,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,175,39.72109238,-123.5971525,448820.2933,4396972.389,28.78,22.58,0.976372481,1.178033658,2,0,0,169,31.5437679
240,856,17:59,6/5/2014 0:00,35,0.6,0.0021,21.4,26.4,10.8,0,0,35, ,0,0,27.6558304,188.2709656,873.8122559,Elder,Flow source,1108,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,19519,39.72021233,-123.5923049,449235.1203,4396871.959,26.98,31.09,0.978502595,0.68832422,0,0,0,181,30.0028229
241,857,18:34,6/5/2014 0:00,30,0.9,0.0027,30.7,25.3,12.1,0,0,<1, ,0,0,27.9058399,208.7897949,784.6483154,Elder,Flow source,1109,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,276,39.71656683,-123.5906287,449376.1157,4396466.412,25.16,32.31,1.005564388,0.950170226,2,0,0,2253,10.5436544
242,858,18:51,6/5/2014 0:00,110,8,0.088,34,23.2,13.9,8.72,0.0076736,95, ,0,0,11.6682777,257.0697937,714.7752075,Elder,In channel,1113,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,968699,39.71597004,-123.5932942,449147.2155,4396401.686,23.71,35.01,0.978490089,0.9711511,11,0,0,967850,6.0820756
243,859,18:56,6/5/2014 0:00,245,6,0.147,37.4,22.1,13.3,11.76,0.0172872,85, ,0,0,2.5467484,98.9313889,714.8071289,Elder,In channel,1112,yes,1, , ,"aerial photo shot with regular camera, not GoPro",Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,1698800,39.71581985,-123.5933207,449144.8355,4396385.032,23.33,36.6,0.947278183,1.021857923,11,0,0,1698188,6.0352631
244,860,19:24,6/5/2014 0:00,38,0.1,0.00038,38.8,22.3,10.9,0,0,3, ,0,0,21.4304523,34.92733,687.1390991,Elder,Flow source,0,yes,1, ,dry, ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,9,22894,39.71689221,-123.5963199,448888.5554,4396505.754,21.86,44.35,1.020128088,0.874859076,7,0,0,135,14.7845135
245,861,11:57,6/6/2014 0:00,40,1.6,0.0064,38.7,25.9,10.5,0,0,<1, ,0,0,15.3692532,4.5770245,506.8609924,Elder,Flow source,1091,yes,1, , ,"flat, swamp-like area",Amprobe #2,CaterTemp Plus 221-055,yes,0,1,3,830,39.71908574,-123.6113024,447606.0289,4396757.853,27.14,37.86,0.95431098,1.022187005,2,0,0,1572,3.6482835
246,862,12:16,6/6/2014 0:00,23,1.5,0.00345,35.8,26.8,12.8,0,0,23, ,0,0,9.2816668,309.8585205,508.0409241,Elder,In channel,0,yes,1, ,In channel dry,"sunny, temperature of 12.6 just upstream",Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,153959,39.71965408,-123.6104445,447679.9884,4396820.43,27.43,37.72,0.977032446,0.949098621,11,0,0,152936,11.2244463
247,863,12:45,6/6/2014 0:00,8,0.7,0.00056,39.7,27.2,12.1,0,0,30, ,0,0,26.3931847,347.4320679,567.9841919,Elder,In channel,0,yes,1, ,In channel dry, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,103664,39.71701703,-123.6092905,447776.9121,4396527.081,28.24,33.56,0.963172805,1.1829559,11,0,0,103728,17.9557209
248,864,13:23,6/6/2014 0:00,19,0.8,0.00152,36.9,27.3,11.3,0,0,9, ,0,0,20.7534542,323.0279541,688.3388672,Elder,Flow source,1093,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,0,17021,39.71439917,-123.6078362,447899.5876,4396235.69,27.97,31.37,0.976045763,1.176283073,0,0,0,17222,30.415102
249,865,14:56,6/6/2014 0:00,65,2.6,0.0169,36.6,27.8,13.6,15.76,0.00266344,30, ,0,0,8.2130527,15.7515059,572.276001,Elder,In channel,1114,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,279276,39.7137935,-123.612797,447473.915,4396171.363,28.11,32.21,0.988971896,1.136293077,11,0,0,278274,16.5303841
250,866,15:15,6/6/2014 0:00,30,1.3,0.0039,40.8,25.8,12.1,0,0,17, ,0,0,23.2784958,52.0494537,586.9960938,Elder,Flow source,1115,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,1,0,2,221,39.71297308,-123.6131077,447446.6603,4396080.491,28.58,31.84,0.902729181,1.281407035,2,0,0,314,25.436161
251,867,15:29,6/6/2014 0:00,26,0.5,0.0013,37.1,27.6,11.2,0,0,4, ,0,0,29.9311085,345.9427795,597.1689453,Elder,Flow source,1116,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,1,2,219,39.71259775,-123.6133112,447428.9315,4396038.953,28.48,30.18,0.969101124,1.229290921,2,0,0,338,40.5792122
252,868,15:40,6/6/2014 0:00,84,0.8,0.00672,30.8,29.6,10.7,0,0,13, ,0,0,18.9931049,106.362587,600.618042,Elder,Flow source,1117,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,1,0,3,5854,39.7126547,-123.613772,447389.4759,4396045.544,28.65,29.68,1.033158813,1.037735849,2,0,0,814,32.4346581
253,869,15:57,6/6/2014 0:00,25,0.7,0.00175,36.7,27.7,11,0,0,25, ,0,0,41.9671593,16.0293732,666.8633423,Elder,Flow source,1118,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,3247,39.7116882,-123.6150663,447277.8001,4395939.037,28.54,29.4,0.970567624,1.24829932,0,0,0,1266,41.2035484
254,870,16:16,6/6/2014 0:00,17,0.6,0.00102,38.1,26.2,10.6,0,0, , ,0,0,42.493988,80.0361481,678.1949463,Elder,Flow source,1119,yes,1, , ,"sandstone/mudstone bedrock, coming out of contact",Amprobe #2,CaterTemp Plus 221-055, ,0,0,0,124681,39.71195786,-123.6158587,447210.0764,4395969.432,28.58,29.07,0.916724983,1.310629515,0,0,0,123980,53.8140106
255,874,16:33,6/6/2014 0:00,40,0.5,0.002,40.9,26.1,10.3,0,0,7, ,-8.16,-49.8,25.3308887,56.2794037,680.897522,Elder,Flow source,1120,yes,1, , ,spring on side of channel,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,2,626,39.71222024,-123.6160029,447197.9202,4395998.637,28.71,27.14,0.909090909,1.507000737,2,0,0,229,30.1410217
256,875,17:09,6/6/2014 0:00,42,0.9,0.00378,37.3,26,10,0,0,8, ,0,0,17.4363327,338.37323,761.3193359,Elder,Flow source,1121,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,0,24080,39.71194737,-123.6197464,446876.8245,4395970.563,28.64,21.94,0.907821229,1.700091158,0,0,0,21873,7.4697003
257,876,17:37,6/6/2014 0:00,63,0.6,0.00378,39.6,24.8,10.9,0,0,25, ,0,0,17.1840744,110.3157654,760.0284424,Elder,Flow source,1123,yes,1, , ,pool at top of spring with 2 trees fallen away from it,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,2891,39.71288302,-123.6217232,446708.1004,4396075.58,28.33,21.97,0.875397106,1.802457897,2,0,0,4031,13.727232
258,877,17:53,6/6/2014 0:00,86,1.1,0.00946,39.4,25,11,0,0,20, ,-8.08,-50,11.2614584,14.1452246,728.817627,Elder,Flow source,1124,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,358,39.71404401,-123.6197725,446876.1967,4396203.276,28.03,22.2,0.891901534,1.774774775,2,0,0,778,14.2852535
259,878,18:28,6/6/2014 0:00,42,2,0.0084,42.3,23.5,10.2,0,0,80, ,0,0,36.0740852,23.266037,634.7020264,Elder,Flow source,1125,yes,1, , ,2 springs come together to feed into channel,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,231,39.71396271,-123.6149713,447287.6688,4396191.419,25.23,30.22,0.931430836,1.399735275,2,0,0,291,44.7716484
260,879,18:42,6/6/2014 0:00,25,4.5,0.01125,47.1,23.4,13.6,13.28,0.001494,70, ,0,0,14.6986685,106.595192,572.5477295,Elder,In channel,1126,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,276097,39.71430073,-123.6131456,447444.4172,4396227.863,24.32,32.62,0.962171053,1.443899448,11,0,0,273525,12.3994169
261,880,18:43,6/6/2014 0:00,42,1.6,0.00672,51.4,22.8,10.7,0,0,<1, ,0,0,16.6145287,337.9159851,476.4565735,Elder,Flow source,1094,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,1,2,112,39.72247885,-123.6164812,447164.7489,4397137.48,23.88,34.54,0.954773869,1.488129705,2,0,0,345,6.73242
262,881,20:00,6/6/2014 0:00,180,0.3,0.0054,52.3,22.5,11.9,0,0,<1, ,0,0,11.6126184,330.4796753,470.3280334,Elder,Flow source,1095,yes,1, , ,swamp-like/stagnant,Amprobe #2,CaterTemp Plus 221-055,yes,0,1,3,468,39.72307695,-123.6179928,447035.6589,4397204.753,19.96,46.58,1.127254509,1.122799485,2,0,0,539,2.6602006
263,882,11:22,6/7/2014 0:00,240,26,0.624,54.9,25,13.7,47.76,0.2980224,70, ,0,0,12.4672699,298.3469238,455.5902405,Elder,In channel,1136,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,14082300,39.72350314,-123.6222048,446674.9946,4397254.551,29.97,27.08,0.834167501,2.02732644,11,0,0,2,14.482336
264,883,11:46,6/7/2014 0:00,770,17.7,1.3629,58.1,24.8,13.7,29.92,0.40777968,70, ,0,0,2.8465383,247.2533875,473.9111938,Elder,In channel,1141,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,13086300,39.72258797,-123.6163761,447173.8409,4397149.529,30.95,23.56,0.801292407,2.466044143,11,0,0,13080635,4.8167505
265,884,12:07,6/7/2014 0:00,440,14,0.616,46.9,26.4,13.6,43.76,0.2695616,90, ,0,0,6.3093295,293.9485779,492.7467346,Elder,In channel,1143,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,12013600,39.72016176,-123.6121945,447530.3865,4396877.798,31.56,25.93,0.836501901,1.808715773,11,0,0,12676937,3.3036559
266,885,12:12,6/7/2014 0:00,350,17.6,0.616,47.1,26.7,13.5,43.2,0.266112,85, ,0,0,1.7531586,196.2076569,494.4416199,Elder,In channel,1144,yes,1, , ,misery is 13.9 ¡C,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,10026900,39.72019635,-123.6117803,447565.9156,4396881.395,31.28,27.11,0.853580563,1.737366286,11,0,0,10031395,5.9978986
267,886,12:52,6/7/2014 0:00,18,0.3,0.00054,43.7,26.8,10.7,0,0,5, ,0,0,16.8782101,24.6863441,517.1494141,Elder,Flow source,1012,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,1,0,2,47,39.71982319,-123.6079527,447893.6879,4396837.748,31.14,25.82,0.860629416,1.692486445,2,0,0,0,9.9738111
268,887,13:25,6/7/2014 0:00,240,18.8,0.4512,36.5,29.3,12.5,12.32,0.05558784,100, ,0,0,15.6974277,291.8542175,551.0838013,Elder,In channel,0,yes,1, ,In channel didn't take data point, ,Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,3581750,39.71824801,-123.6038944,448240.3399,4396660.574,31.04,25.04,0.943943299,1.457667732,11,0,0,3583498,13.2563295
270,889,17:30,6/7/2014 0:00,50,0.5,0.0025,0,0,0,0,0,N/A, ,0,0,19.8999596,258.1594849,816.437561,Elder,Flow source,1052,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,3,68935,39.70002066,-123.5931429,449148.4747,4394631.447,28.94,27.14,0,0,2,0,0,67556,20.332407
271,890,17:40,6/7/2014 0:00,200,1.3,0.026,0,0,0,0,0,N/A, ,0,0,16.4317665,73.1632385,748.2061157,Elder,Flow source,1033,yes,1, , , ,Amprobe #2,CaterTemp Plus 221-055,yes,0,0,0,30810,39.70448536,-123.5974778,448780.1327,4395129.43,28.67,27.24,0,0,0,0,0,29798,29.3265018
269,888,13:30,6/7/2014 0:00,240,19.2,0.4608,35.8,26.2,13.7,10,0.04608,85, ,0,0,16.5185947,337.1791687,552.2324829,Elder,In channel,0,yes,1, ,In channel didn't take data point,"Same data point as data point 117, taken inadvertently",Amprobe #2,CaterTemp Plus 221-055, ,0,0,11,5074020,39.71800555,-123.6038869,448240.8033,4396633.661,31.14,23.86,0.841361593,1.500419111,11,0,0,5067565,2.1113091
272,1, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,20.780426,343.892334,436.0488586,Elder,Flow source,1131,No,1, , , , , , ,0,0,3,4687,39.7268968,-123.6282576,446158.8911,4397634.818,0,0,0,0,2,0,0,3168,21.0118427
273,2, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,17.2022018,15.7296886,448.3794861,Elder,Flow source,1133,No,1, , , , , , ,0,0,2,112,39.72434802,-123.6242072,446504.0382,4397349.514,0,0,0,0,2,0,0,202,11.0868864
274,3, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,38.9582138,338.1385498,509.6497498,Elder,Flow source,981,No,1, , , , , , ,0,0,2,14,39.72246851,-123.6202534,446841.4459,4397138.563,0,0,0,0,2,0,0,40,44.0904045
275,4, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,34.6544304,343.3873901,543.7003174,Elder,Flow source,980,No,1, , , , , , ,0,0,2,2,39.72189684,-123.6202059,446845.0761,4397075.087,0,0,0,0,2,0,0,2691,28.4297523
276,5, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,17.6679039,58.3425751,771.8533325,Elder,Flow source,1122,No,1, , , , , , ,0,0,2,449,39.7116865,-123.6200412,446851.359,4395941.785,0,0,0,0,2,0,0,4747,6.2656021
277,6, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,23.7999802,292.4606018,611.9419556,Elder,Flow source,992,No,1, , , , , , ,0,0,0,31285,39.71212658,-123.6118505,447553.7824,4395985.805,0,0,0,0,0,0,0,32569,34.106636
278,7, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,31.0346069,311.4586487,772.1051636,Elder,Flow source,1025,No,1, , , , , , ,0,0,3,2683,39.70662177,-123.6048697,448148.0438,4395370.79,0,0,0,0,2,0,0,2908,27.361578
279,8, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,36.4414253,80.6230698,613.6582031,Elder,Flow source,1019,No,1, , , , , , ,0,0,2,132,39.71209923,-123.6030627,448307.0352,4395977.667,0,0,0,0,2,0,0,175,25.322649
280,9, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,32.9181862,221.4968567,796.4822388,Elder,Flow source,1035,No,1, , , , , , ,0,0,0,84027,39.70405312,-123.5946544,449021.8575,4395079.85,0,0,0,0,0,0,0,90614,28.7826977
281,10, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,25.8340015,205.7272034,828.9448853,Elder,Flow source,1056,No,1, , , , , , ,0,0,2,116,39.69976028,-123.5918176,449261.905,4394601.798,0,0,0,0,2,0,0,219,6.3529887
282,11, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,42.4966965,290.9709167,831.4539795,Elder,Flow source,1057,No,1, , , , , , ,0,0,3,847,39.69973217,-123.5914366,449294.5514,4394598.462,0,0,0,0,2,0,0,365,42.0782967
283,12, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,25.2524662,282.1055298,919.315918,Elder,Flow source,1059,No,1, , , , , , ,0,0,2,39,39.69778301,-123.5872283,449653.9216,4394379.763,0,0,0,0,2,0,0,349,44.7704277
284,13, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,23.2023449,82.3667297,869.0181885,Elder,Flow source,1048,No,1, , , , , , ,0,0,1,42048,39.69541319,-123.5939591,449075.1173,4394120.547,0,0,0,0,0,0,0,41587,16.2747631
285,14, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,27.0427151,275.7692871,881.8586426,Elder,Flow source,1045,No,1, , , , , , ,0,0,2,25,39.6946571,-123.5927987,449174.0495,4394035.974,0,0,0,0,2,0,0,22,41.0686455
286,15, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,24.4708214,47.4287529,889.3991699,Elder,Flow source,1044,No,1, , , , , , ,0,0,2,15,39.69431654,-123.5926328,449188.0264,4393998.082,0,0,0,0,2,0,0,13,26.1644936
287,16, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,26.8676529,34.081562,996.8908691,Elder,Flow source,1039,No,1, , , , , , ,0,0,2,34,39.69373285,-123.5860655,449750.6798,4393929.603,0,0,0,0,2,0,0,132,25.7876835
288,17, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,25.0230961,259.0591125,1091.74,Elder,Flow source,1062,No,1, , , , , , ,0,0,2,102,39.70013597,-123.5783992,450412.5762,4394635.989,0,0,0,0,2,0,0,16,30.9979229
289,18, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,23.9127388,349.1044006,872.046875,Elder,Flow source,1071,No,1, , , , , , ,0,0,3,53,39.71110294,-123.5870056,449682.6954,4395857.959,0,0,0,0,2,0,0,105668,21.0931339
290,19, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,20.635891,294.3910217,836.5336304,Elder,Flow source,1069,No,1, , , , , , ,0,0,2,1,39.71115294,-123.5895082,449468.2126,4395864.915,0,0,0,0,2,0,0,399,26.045536
291,20, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,22.8341599,15.3843918,773.7958984,Elder,Flow source,1068,No,1, , , , , , ,0,0,2,38,39.7131543,-123.5927036,449195.7693,4396088.844,0,0,0,0,2,0,0,1655,3.448597
292,21, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,9.9022903,34.3080368,764.9866333,Elder,Flow source,1066,No,1, , , , , , ,0,0,3,1186,39.71378116,-123.5932683,449147.8283,4396158.736,0,0,0,0,2,0,0,1753,15.0931368
293,22, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,17.9406796,198.2825317,723.5513306,Elder,Flow source,1082,No,1, , , , , , ,0,0,2,21,39.71621765,-123.5928605,449184.5732,4396428.921,0,0,0,0,2,0,0,76,53.6657677
294,23, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,12.1052322,45.0615158,678.8748779,Elder,Flow source,1090,No,1, , , , , , ,0,0,3,993,39.71732362,-123.5966706,448858.8159,4396553.835,0,0,0,0,2,0,0,2426,2.8034608
295,24, ,12/30/1899 0:00:00,0,0,0,0,0,0,0,0, , ,0,0,28.3031387,166.1829834,772.6282959,Elder,Flow source,1107,No,1, , , , , , ,0,0,0,1806,39.71882266,-123.5952479,448981.8557,4396719.397,0,0,0,0,0,0,0,2494,29.5524654
